tconst,primaryTitle,originalTitle,year,runtimeMinutes,genres
tt6121432,Toba Tek Singh,Toba Tek Singh,2018,75,"Drama,History"
tt6126006,SOLO!,SOLO!,2018,90,"Comedy,Musical,Romance"
tt6127136,The Outsider,The Outsider,2018,116,"Drama,Romance"
tt6128218,The KidCool9898 Movie,The KidCool9898 Movie,2018,90,Animation
tt6128244,Bluest Moon,Bluest Moon,2018,72,Drama
tt6129302,Bhavesh Joshi Superhero,Bhavesh Joshi Superhero,2018,154,"Action,Drama"
tt6129310,Vertex,Vertex,2018,64,"Drama,Romance,Sci-Fi"
tt6129694,53206: Milwaukee,53206: Milwaukee,2018,86,Drama
tt6129904,Midnight Runner,Der Läufer,2018,92,Drama
tt6130920,Wolfe,Wolfe,2018,95,Drama
tt6131126,Todo Mal,Todo Mal,2018,100,Comedy
tt6131232,Mimesis Nosferatu,Mimesis Nosferatu,2018,100,Horror
tt6131450,Asher,Asher,2018,104,"Action,Drama,Thriller"
tt6131982,Goin' Rectal,Goin' Rectal,2018,70,"Comedy,Music"
tt6133466,The First Purge,The First Purge,2018,98,"Action,Horror,Sci-Fi"
tt6133484,Raakshas,Raakshas,2018,115,"Adventure,Drama,Family"
tt6134274,Solis,Solis,2018,92,"Action,Adventure,Sci-Fi"
tt6135920,Major Arcana,Major Arcana,2018,82,Drama
tt6137978,A Fairy's Game,A Fairy's Game,2018,111,"Adventure,Family"
tt6138518,Lumière noire,Lumière noire,2018,106,Drama
tt6139764,Silicon Beach,Silicon Beach,2018,75,Drama
tt6139810,I Don't Care,I Don't Care,2018,103,"Comedy,Drama"
tt6140148,Bullitt County,Bullitt County,2018,98,"Action,Drama,Thriller"
tt6140580,Off the Menu,Off the Menu,2018,96,"Comedy,Romance"
tt6140730,Children of Beqaa,Children of Beqaa,2018,76,Documentary
tt6141334,The Black String,The Black String,2018,93,"Horror,Mystery,Thriller"
tt6142146,Sunset,Sunset,2018,84,"Drama,War"
tt6142496,6 Balloons,6 Balloons,2018,74,Drama
tt6143626,Moroni for President,Moroni for President,2018,76,Documentary
tt6143632,Karma Dog,Karma Dog,2018,70,Drama
tt6143782,Hex,Hex,2018,85,"Horror,Thriller"
tt6143850,Distorted,Distorted,2018,86,"Crime,Mystery,Thriller"
tt6143928,Even After Everything,Even After Everything,2018,90,Drama
tt6144410,Time Is Up,Open Wound: The Über-Movie,2018,96,"Crime,Drama,Mystery"
tt6144460,Smart Christmas,Smart Christmas,2018,90,"Comedy,Family"
tt6144958,Jack & Dil,Jack & Dil,2018,98,"Comedy,Family"
tt6145054,Simonal,Simonal,2018,105,"Biography,Drama,Music"
tt6145764,Obey,Obey,2018,96,Drama
tt6146590,F.R.E.D.I.,F.R.E.D.I.,2018,89,"Adventure,Family,Sci-Fi"
tt6146812,Sunburn,Sunburn,2018,85,"Horror,Mystery,Thriller"
tt6147874,Future Lies,Future Lies,2018,118,"Sci-Fi,Thriller"
tt6148864,Fang,Fang,2018,74,Horror
tt6149820,Zoo,Zoo,2018,100,Drama
tt6149944,It's Just a Game,It's Just a Game,2018,82,Horror
tt6150000,A rossz árnyék,A rossz árnyék,2018,90,Drama
tt6150962,Song of Back and Neck,Song of Back and Neck,2018,85,"Comedy,Romance"
tt6151048,Between the Trees,Between the Trees,2018,74,Thriller
tt6151592,House of My Fathers,House of My Fathers,2018,100,"Drama,Romance,Thriller"
tt6152554,Do You Trust This Computer?,Do You Trust This Computer?,2018,78,Documentary
tt6153336,Las Sandinistas!,Las Sandinistas!,2018,96,"Documentary,History,War"
tt6153538,The Little Witch,Die kleine Hexe,2018,103,"Comedy,Drama,Family"
tt6154710,die Expats,die Expats,2018,75,Drama
tt6154834,Lashtam Pashtam,Lashtam Pashtam,2018,108,Drama
tt6155172,Roma,Roma,2018,135,Drama
tt6155374,Redbad,Redbad,2018,160,"Action,Adventure,Drama"
tt6156656,Astro,Astro,2018,105,"Action,Sci-Fi,Thriller"
tt6157294,Between Two Waters,Entre dos aguas,2018,136,Drama
tt6157502,The Last Berliner,Der Letzte Mieter,2018,97,"Drama,Thriller"
tt6157734,Dons of Disco,Dons of Disco,2018,86,Documentary
tt6157776,Bhalo Theko,Bhalo Theko,2018,142,"Drama,Romance"
tt6157970,Wheely,Wheely,2018,90,"Adventure,Animation,Comedy"
tt6158276,Fire on the Hill,Fire on the Hill,2018,84,"Documentary,Western"
tt6159268,The Nanny,The Nanny,2018,80,"Fantasy,Horror,Thriller"
tt6162716,Life with Dog,Life with Dog,2018,106,Drama
tt6162762,Virginia Minnesota,Virginia Minnesota,2018,98,"Comedy,Drama"
tt6163094,Double Eagle Ranch,Double Eagle Ranch,2018,107,Comedy
tt6163142,Grace,Grace,2018,90,"Comedy,Crime,Romance"
tt6163160,Waiting For The Drop: Rise of the Superstar DJs,Waiting for the Drop: Rise of the Superstar DJs,2018,91,Documentary
tt6164210,Best Mom,Best Mom,2018,83,Comedy
tt6164238,Volcanoes: The Fires of Creation,Volcanoes: The Fires of Creation,2018,55,Documentary
tt6164254,The Idea of Manhood,The Idea of Manhood,2018,73,Drama
tt6164698,The Heart,Hjärtat,2018,100,Drama
tt6164762,The Delinquent Season,The Delinquent Season,2018,103,"Drama,Romance"
tt6164772,Lucy: Breaking the Silence,Lucy: Breaking the Silence,2018,60,Documentary
tt6164854,Eruption: LA,Eruption: LA,2018,86,"Action,Adventure,Sci-Fi"
tt6165342,The Soul Conductor,Provodnik,2018,89,"Drama,Fantasy,Horror"
tt6165936,Savage Youth,Savage Youth,2018,100,"Crime,Drama"
tt6166228,Guadalajara,Guadalajara,2018,86,Drama
tt6166514,Choices: I Won't Let Go,Choices: I Won't Let Go,2018,87,"Comedy,Drama"
tt6168574,Spirit of Muay Thai,Spirit of Muay Thai,2018,90,Documentary
tt6169694,I Think We're Alone Now,I Think We're Alone Now,2018,93,"Drama,Mystery,Sci-Fi"
tt6169920,L'animale,L'animale,2018,100,Drama
tt6169934,Mrs. Claus,Stirring,2018,86,Horror
tt6170202,Couples' Night,Couples' Night,2018,92,Romance
tt6170484,Monster Hunt 2,Zhuo yao ji 2,2018,110,"Adventure,Comedy,Sci-Fi"
tt6170506,Beast of Burden,Beast of Burden,2018,89,"Action,Crime,Drama"
tt6170804,The Assassin's Code,The Assassin's Code,2018,95,"Action,Crime,Drama"
tt6171006,Ryhmäteatteri,Ryhmäteatteri,2018,90,Documentary
tt6171020,Moon Child,Kuutyttö,2018,59,Documentary
tt6172666,Avengers of Justice: Farce Wars,Avengers of Justice: Farce Wars,2018,87,"Action,Comedy,Family"
tt6173418,Unconditional,Unconditional,2018,100,"Drama,Mystery"
tt6173990,Gold,Gold,2018,151,"Drama,History,Sport"
tt6174226,Paint It Red,Paint It Red,2018,81,"Comedy,Crime,Thriller"
tt6175086,Right Here Right Now,So was von da,2018,100,"Comedy,Drama,Music"
tt6175802,Asphaltgorillas,Asphaltgorillas,2018,103,"Action,Comedy,Crime"
tt6177454,Kabaddi,Kabaddi,2018,140,Thriller
tt6178388,The Chrysanthemum and the Guillotine,Kiku to Guillotine Onna Zumô to Anarchism,2018,189,"Drama,History"
tt6179460,Hollywood Checkmate,Hollywood Checkmate,2018,35,Documentary
tt6179746,The Gateway,The Gateway,2018,90,Sci-Fi
tt6181974,Industrial Accident: The Story of Wax Trax! Records,Industrial Accident: The Story of Wax Trax! Records,2018,95,"Biography,Documentary,History"
tt6182078,St. Agatha,St. Agatha,2018,103,"Horror,Thriller"
tt6182908,Smallfoot,Smallfoot,2018,96,"Adventure,Animation,Comedy"
tt6183104,Canal Street,Canal Street,2018,89,"Drama,Thriller"
tt6183106,Iron Cowboy,Iron Cowboy: The Story of the 50.50.50,2018,76,Documentary
tt6183180,Strings,Strings,2018,103,Drama
tt6185266,Something,Something,2018,86,"Drama,Horror,Mystery"
tt6185686,Bachman,Bachman,2018,78,Documentary
tt6185692,Brampton's Own,Brampton's Own,2018,89,Drama
tt6185998,The Executioners,The Executioners,2018,93,"Horror,Thriller"
tt6186696,The Most Assassinated Woman in the World,La femme la plus assassinée du monde,2018,102,"Biography,Drama,Mystery"
tt6186910,Imaikkaa Nodigal,Imaikkaa Nodigal,2018,170,"Action,Crime,Drama"
tt6186940,Hot Air,Hot Air,2018,99,Drama
tt6187620,Painkillers,Painkillers,2018,83,Drama
tt6187794,Looking for Lennon,Looking for Lennon,2018,93,Documentary
tt6189552,Sleeping Rough,Sleeping Rough,2018,60,"Documentary,Drama"
tt6190346,Jannat E Milan,Jannat E Milan,2018,135,Musical
tt6190456,X - The eXploited,X.,2018,114,"Crime,Thriller"
tt6193506,The Spiral,The Spiral,2018,87,"Horror,Sci-Fi,Thriller"
tt6193522,Breaking the Bee,Breaking the Bee,2018,96,Documentary
tt6194704,À 2 heures de Paris,À 2 heures de Paris,2018,80,Comedy
tt6195094,Incident in a Ghostland,Ghostland,2018,91,"Drama,Horror,Mystery"
tt6196406,Boy Band,Boy Band,2018,85,Comedy
tt6197494,Malicious,Malicious,2018,90,"Horror,Thriller"
tt6197972,Meeting Jim,Meeting Jim,2018,75,Documentary
tt6198058,Into the Mirror,Into the Mirror,2018,65,"Drama,Thriller"
tt6199624,Fearless Journey - Die aussergewöhnliche Reise von Simone Bargetze,Fearless Journey - Die aussergewöhnliche Reise von Simone Bargetze,2018,60,Documentary
tt6200656,Kammara Sambhavam,Kammara Sambhavam,2018,182,"Action,Comedy,Drama"
tt6202690,The Bed,La cama,2018,94,Drama
tt6203244,Youbloom: Streets of LA,Youbloom: Streets of LA,2018,65,Documentary
tt6203302,The Villain,The Villain,2018,176,"Action,Thriller"
tt6204018,Ted - Show Me Love,Ted - För kärlekens skull,2018,120,"Biography,Drama,Music"
tt6205658,Blindsided,Blindsided,2018,90,"Mystery,Thriller"
tt6205872,Assassination Nation,Assassination Nation,2018,108,"Action,Comedy,Crime"
tt6205946,Army & Coop,Army & Coop,2018,84,Comedy
tt6206364,Hunting Lands,Hunting Lands,2018,83,"Crime,Drama,Thriller"
tt6206834,Aparição,Aparição,2018,115,"Drama,Romance"
tt6207634,Eva and Candela,¿Cómo te llamas?,2018,89,Drama
tt6208950,The Samuel Project,The Samuel Project,2018,92,Drama
tt6210054,Forgotten Tragedy: The Story of the St. Francis Dam,Forgotten Tragedy: The Story of the St. Francis Dam,2018,74,Documentary
tt6210070,Sargis: Das Leben ist so eine Sache,Sargis: Das Leben ist so eine Sache,2018,75,"Biography,Documentary,Sport"
tt6210160,Searching for Ingmar Bergman,Auf der Suche nach Ingmar Bergman,2018,99,Documentary
tt6210328,The New Artis,Het nieuwe Artis,2018,90,Documentary
tt6210874,Retrospekt,Retrospekt,2018,101,Drama
tt6210996,10x10,10x10,2018,88,Thriller
tt6211472,Shoot the Moon Right Between the Eyes,Shoot the Moon Right Between the Eyes,2018,75,"Comedy,Musical,Western"
tt6211976,A Vigilante,A Vigilante,2018,91,"Crime,Drama,Mystery"
tt6212136,Paper Year,Paper Year,2018,89,"Drama,Romance"
tt6212378,Surviving the Wild,Surviving the Wild,2018,87,"Action,Adventure,Family"
tt6212478,American Animals,American Animals,2018,116,"Biography,Crime,Drama"
tt6212586,Custody Road,Custody Road,2018,100,Drama
tt6214422,Rotting Rage,Rotting Rage,2018,70,"Adventure,Horror"
tt6214722,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,2018,95,"Biography,Documentary,Music"
tt6215446,Ghost Light,Ghost Light,2018,102,"Comedy,Horror"
tt6217306,Apostle,Apostle,2018,130,"Drama,Fantasy,Horror"
tt6217512,Fight!,Fight!,2018,90,"Action,Drama,Thriller"
tt6217724,Axing,Darkoob,2018,91,Drama
tt6218358,Calibre,Calibre,2018,101,"Drama,Thriller"
tt6219314,The Party's Just Beginning,The Party's Just Beginning,2018,91,"Comedy,Drama"
tt6219954,The Roar,The Roar,2018,83,Drama
tt6219974,Flaming,Sholevar,2018,97,Drama
tt6220002,The Recce,The Recce,2018,115,Drama
tt6220752,Pledge,Pledge,2018,77,"Horror,Thriller"
tt6220964,Dying to Live,Dying to Live,2018,91,Documentary
tt6222286,Perfect,Perfect,2018,88,"Horror,Mystery,Sci-Fi"
tt6223932,Temptation,Temptation,2018,70,Drama
tt6224502,Boarding School,Boarding School,2018,111,"Horror,Mystery"
tt6226212,Sand Angels,Sand Angels,2018,71,Family
tt6227150,taghbaz,taghbaz,2018,120,Drama
tt6229218,Scam Republique,Scam Republique,2018,89,"Action,Drama"
tt6231398,Halt: The Motion Picture,Halt: The Motion Picture,2018,110,"Crime,Drama,Thriller"
tt6231784,Cherokee Creek,Cherokee Creek,2018,112,"Comedy,Horror"
tt6231824,Devil's Cove,Devil's Cove,2018,81,Thriller
tt6236142,A ti te quería encontrar,A ti te quería encontrar,2018,98,"Comedy,Romance"
tt6236662,Parallel Chords,Parallel Chords,2018,98,Drama
tt6236738,Last Supper,Last Supper,2018,77,Thriller
tt6236762,Anonymous Zombie,Anonymous Zombie,2018,80,"Comedy,Horror"
tt6236780,Rottentail,Rottentail,2018,106,"Comedy,Horror"
tt6237268,Ride,Ride,2018,79,"Action,Thriller"
tt6237314,To The Beat!,To The Beat!,2018,96,"Comedy,Drama,Family"
tt6237562,Rabbit,Khargioush,2018,88,"Comedy,Drama,Fantasy"
tt6237612,Accident Man,Accident Man,2018,105,"Action,Crime,Thriller"
tt6237966,Thaanaa Serndha Koottam,Thaanaa Serndha Koottam,2018,138,"Action,Comedy,Crime"
tt6238528,Fishbowl,Fishbowl,2018,85,Drama
tt6238798,Facing the Wind,Con el viento,2018,108,Drama
tt6241270,Cinderella and the Secret Prince,Cinderella and the Secret Prince,2018,90,"Adventure,Animation,Family"
tt6241390,The Boxcar Children: Surprise Island,The Boxcar Children: Surprise Island,2018,81,Animation
tt6241428,The Rise of Eve,The Rise of Eve,2018,123,"Biography,Documentary,Drama"
tt6241678,Locating Silver Lake,Locating Silver Lake,2018,110,Drama
tt6241872,"Ruben Brandt, Collector","Ruben Brandt, Collector",2018,96,"Action,Animation,Crime"
tt6242154,"Contigo no, bicho","Contigo no, bicho",2018,81,Comedy
tt6244196,Elvis Presley: The Searcher,Elvis Presley: The Searcher,2018,205,Documentary
tt6244826,Max Topas - Das Buch der Kristallkinder,Max Topas - Das Buch der Kristallkinder,2018,86,Fantasy
tt6245274,Spider-Man 2: Another World,Spider-Man 2: Another World,2018,90,Sci-Fi
tt6246006,La Barberia,La Barberia,2018,104,Comedy
tt6249504,Artichoke,Artichoke,2018,75,Crime
tt6249636,Samurai Sensei,Samurai Sensei,2018,93,Comedy
tt6250554,Payday,Payday,2018,105,"Action,Crime,Drama"
tt6250650,Halloween Party,Halloween Party,2018,92,Horror
tt6250792,The Ghost Beyond,The Ghost Beyond,2018,90,"Drama,Horror,Mystery"
tt6250876,Almost Home,Almost Home,2018,90,Drama
tt6251024,Office Uprising,Office Uprising,2018,92,"Action,Comedy,Horror"
tt6251390,Under the Eiffel Tower,Under the Eiffel Tower,2018,87,Romance
tt6251504,10 Segundos para Vencer,10 Segundos para Vencer,2018,122,"Drama,Sport"
tt6254732,Lovers on Borders,Lovers on Borders,2018,138,"Drama,Romance"
tt6254982,In Search of Francis of Assisi,In Search of Francis of Assisi,2018,60,Documentary
tt6256452,The Distances,Les distàncies,2018,99,Drama
tt6256546,Ricordi?,Ricordi?,2018,106,"Drama,Romance"
tt6257174,The Miseducation of Cameron Post,The Miseducation of Cameron Post,2018,91,Drama
tt6258766,The Real Estate,Toppen av ingenting,2018,88,Drama
tt6259198,Every Act of Life,Every Act of Life,2018,93,"Biography,Documentary"
tt6260342,Selfie,#Selfi,2018,112,Thriller
tt6260610,La bola dorada,La bola dorada,2018,77,Family
tt6263618,In the Aisles,In den Gängen,2018,125,Drama
tt6264264,That Way Madness Lies...,That Way Madness Lies...,2018,101,"Documentary,Drama"
tt6264928,Blood 13,Blood 13,2018,99,"Crime,Drama,Horror"
tt6265544,Stolen Fairytales,Stolen Fairytales,2018,90,"Action,Comedy"
tt6265620,I Miss You When I See You,I Miss You When I See You,2018,93,Drama
tt6266538,Vice,Vice,2018,132,"Biography,Comedy,Drama"
tt6267926,Binding Souls,Binding Souls,2018,89,Horror
tt6268202,Katafigio II: The Ice Path,Katafigio II: The Ice Path,2018,80,"Horror,Thriller"
tt6268734,Holly Star,Holly Star,2018,91,Comedy
tt6268812,In My Room,In My Room,2018,119,"Drama,Sci-Fi"
tt6268882,Family,Family,2018,85,Comedy
tt6269368,The Clovehitch Killer,The Clovehitch Killer,2018,109,"Crime,Drama,Mystery"
tt6269434,In This Gray Place,In This Gray Place,2018,101,"Drama,Romance,Thriller"
tt6270596,A Rough Draft,Chernovik,2018,112,Fantasy
tt6271806,Daddy Issues,Daddy Issues,2018,81,"Drama,Romance"
tt6273544,Juhani's Minimani,Juhani's Minimani,2018,60,"Biography,Documentary"
tt6275262,Vodka Diaries,Vodka Diaries,2018,120,"Mystery,Thriller"
tt6275798,Cowboys of the Apocalypse,Cowboys of the Apocalypse,2018,85,Comedy
tt6277342,friEnD ADd 6,friEnD ADd 6,2018,67,"Comedy,Fantasy,Horror"
tt6277824,Poomaram,Poomaram,2018,152,Drama
tt6278764,Red Christmas: Making Better Watch Out,Red Christmas: Making Better Watch Out,2018,56,Documentary
tt6280368,Take It or Leave It,Võta või jäta,2018,102,Drama
tt6280608,Postcards from London,Postcards from London,2018,90,Drama
tt6281230,Tale of the Sea,Hekayat-e darya,2018,97,Drama
tt6281426,Life's Mapped Out,Life's Mapped Out,2018,90,"Action,Drama"
tt6282380,What Is Classic Rock?,What Is Classic Rock?,2018,92,"Documentary,Music"
tt6283474,Toman,Toman,2018,144,"Biography,Drama,History"
tt6283888,The Forgotten Colours of Dreams,The Forgotten Colours of Dreams,2018,129,"Drama,Fantasy"
tt6284256,Knuckleball,Knuckleball,2018,89,Thriller
tt6284564,Hot Dog,Hot Dog,2018,100,"Action,Comedy"
tt6285672,Breaking & Exiting,Breaking & Exiting,2018,78,Comedy
tt6286662,Family Business,La monnaie de leur pièce,2018,90,Comedy
tt6288124,"Don't Worry, He Won't Get Far on Foot","Don't Worry, He Won't Get Far on Foot",2018,114,"Biography,Comedy,Drama"
tt6288622,Cydamus,Cydamus,2018,35,"Documentary,History"
tt6290020,L'abbandono,L'abbandono,2018,117,Drama
tt6290122,Postcards from the 48%,Postcards from the 48%,2018,110,Documentary
tt6290418,"To Each, Her Own",Les goûts et les couleurs,2018,95,Comedy
tt6290798,UFO,UFO,2018,88,"Drama,Mystery,Sci-Fi"
tt6292084,Consensus Reality,Consensus Reality,2018,82,"Drama,Sci-Fi,Thriller"
tt6292090,My Name Is Thomas,My Name Is Thomas,2018,96,Drama
tt6293784,Fantastic Friends,Fantastic Friends,2018,64,"Action,Adventure,Animation"
tt6295112,This Is My Year,This Is My Year,2018,97,Drama
tt6296764,306 Hollywood,306 Hollywood,2018,94,Documentary
tt6297258,Maya,Maya,2018,107,Drama
tt6298104,Blue Jean Blues,Blue Jean Blues,2018,112,Comedy
tt6301452,Matriarch,Matriarch,2018,91,"Horror,Thriller"
tt6301784,Perfect Skin,Perfect Skin,2018,110,"Horror,Thriller"
tt6303018,History Lessons,Clases de historia,2018,105,Drama
tt6303336,The Whistleblower of My Lai,The Whistleblower of My Lai,2018,64,Documentary
tt6304994,Dark Patch,Dark Patch,2018,100,"Action,Fantasy,Horror"
tt6306064,Adrift,Adrift,2018,96,"Action,Adventure,Biography"
tt6312802,Dry Martina,Dry Martina,2018,95,"Comedy,Drama"
tt6315438,The Little Comrade,Seltsimees laps,2018,99,Drama
tt6316856,Lycanimator,Lycanimator,2018,60,Horror
tt6317180,Radium Girls,Radium Girls,2018,102,Drama
tt6317236,"Empathy, Inc.","Empathy, Inc.",2018,97,"Drama,Sci-Fi,Thriller"
tt6318188,Gli alchimisti del muto,Gli alchimisti del muto,2018,52,Documentary
tt6318712,The Way to Mandalay,Så længe jeg lever,2018,110,"Biography,Drama,Music"
tt6318714,Coureur,Coureur,2018,96,"Drama,Sport"
tt6318728,Angel,Un ange,2018,105,"Drama,Romance"
tt6319346,Identity,Identity,2018,93,"Crime,Drama"
tt6319914,"Dig That, Zeebo Newton","Dig That, Zeebo Newton",2018,90,Drama
tt6320482,Octavio Is Dead!,Octavio Is Dead!,2018,88,Drama
tt6320602,Gravity Hero,Gravity Hero,2018,71,"Biography,Documentary"
tt6324614,Sobibor,Sobibor,2018,110,"Drama,History,War"
tt6324892,Taco Shop,Taco Shop,2018,85,Comedy
tt6326558,Anonymity,Bi Nami,2018,90,"Crime,Drama"
tt6326642,The Stone Eater,Il mangiatore di pietre,2018,109,Drama
tt6327284,All Eyes on You,All Eyes on You,2018,89,"Drama,Mystery,Thriller"
tt6327784,Dos Veces Tú,Dos Veces Tú,2018,95,"Drama,Fantasy,Mystery"
tt6328004,Secret Santa,Secret Santa,2018,89,"Action,Comedy,Horror"
tt6328302,I Got That Bass,I Got That Bass,2018,70,Comedy
tt6331870,PTS-The Silent Killer,PTS-The Silent Killer,2018,60,Documentary
tt6332276,What We Left Behind: Looking Back at Deep Space Nine,What We Left Behind: Looking Back at Deep Space Nine,2018,116,Documentary
tt6332628,Cenizas,Cenizas,2018,80,Drama
tt6337998,The Geometries of Desire,The Geometries of Desire,2018,92,Drama
tt6338506,Welcome to Hell,Welcome to Hell,2018,93,Horror
tt6339468,Ulam: Main Dish,Ulam: Main Dish,2018,90,"Documentary,News"
tt6340500,Inuyashiki,Inuyashiki,2018,127,"Drama,Sci-Fi,Thriller"
tt6340558,The Red Goodnight,The Red Goodnight,2018,82,"Crime,Drama,Thriller"
tt6340642,Ma fille,Ma fille,2018,80,Drama
tt6340698,The Forest of Wool and Steel,Hitsuji to hagane no mori,2018,134,"Drama,Music"
tt6341066,Intrigo: Death of an Author,Intrigo: Death of an Author,2018,106,"Crime,Drama,Mystery"
tt6341668,Icebox,Icebox,2018,88,Drama
tt6342034,Dei,Dei,2018,90,Drama
tt6342062,Anne,Anne,2018,80,Horror
tt6342064,Der Bauer zu Nathal,Der Bauer zu Nathal,2018,90,Documentary
tt6342110,Spivak,Spivak,2018,91,Comedy
tt6342440,Funan,Funan,2018,84,Animation
tt6342700,El pomo azul,El pomo azul,2018,79,Drama
tt6343314,Creed II,Creed II,2018,130,"Drama,Sport"
tt6343490,Sunny Juliette,Sunny Juliette,2018,100,"Adventure,Crime"
tt6344530,Stolen,Stolen,2018,58,Drama
tt6345394,Hemsire,Hemsire,2018,90,Drama
tt6346630,Marcha Cega,Marcha Cega,2018,88,Documentary
tt6346892,Wind,Wind,2018,89,Drama
tt6346982,Jonaki,Jonaki,2018,90,Drama
tt6349194,"Madness, Farewell","Madness, Farewell",2018,87,"Comedy,Drama"
tt6351312,Vom Graben,Vom Graben,2018,82,"Drama,Mystery,Thriller"
tt6351946,I've Got Levitation,I've Got Levitation,2018,83,"Documentary,Music"
tt6352918,Põrgu Jaan,Põrgu Jaan,2018,105,Drama
tt6353036,Murderous Trance,The Guardian Angel,2018,102,Thriller
tt6354056,Code Name: Dynastud,Code Name: Dynastud,2018,94,Action
tt6357456,Billy Gibbons & the BFG's: CUBA,Billy Gibbons & the BFG's: CUBA,2018,55,Documentary
tt6360394,Jack of all Trades,Jack of all Trades,2018,85,Documentary
tt6361154,Ghost House: A Haunting,Ghost House: A Haunting,2018,71,Horror
tt6361212,Pharisee,Pharisee,2018,118,Horror
tt6361308,Colores Verdaderos,Colores Verdaderos,2018,90,Action
tt6365796,The Grizzlies,The Grizzlies,2018,102,"Biography,Drama"
tt6368508,29 to Life,29 to Life,2018,100,"Comedy,Drama"
tt6373994,Andy the Talking Hedgehog,Andy the Talking Hedgehog,2018,76,Family
tt6374458,Henri Dauman: Looking Up,Henri Dauman: Looking Up,2018,86,Documentary
tt6381456,Fig Tree,Fig Tree,2018,93,Drama
tt6383452,Wild,Wild,2018,80,Documentary
tt6383732,Vaga-Lumes,Vaga-Lumes,2018,70,Drama
tt6384386,Fanney Khan,Fanney Khan,2018,130,"Comedy,Drama,Music"
tt6384720,A Taste of Phobia,A Taste of Phobia,2018,90,Horror
tt6384998,Edge of Isolation,Edge of Isolation,2018,89,"Drama,Horror,Thriller"
tt6385856,Hey Jude,Hey Jude,2018,146,Drama
tt6386684,Sextape,À genoux les gars,2018,98,Comedy
tt6386748,Birds of Passage,Pájaros de verano,2018,125,"Crime,Drama"
tt6387506,The Violin Player,Viulisti,2018,124,"Drama,Romance"
tt6388074,Viper Club,Viper Club,2018,109,Drama
tt6388090,A Host of Sparrows,A Host of Sparrows,2018,81,Thriller
tt6388464,The Father's Shadow,A Sombra do Pai,2018,92,Drama
tt6389214,Sadie: Belly Dance Beyond the Glitter,Sadie: Belly Dance Beyond the Glitter,2018,91,Documentary
tt6389802,Mohini,Mohini,2018,142,Horror
tt6390580,Letter from Masanjia,Letter from Masanjia,2018,75,Documentary
tt6392172,Syrian Metal Is War,Syrian Metal Is War,2018,87,Documentary
tt6394028,What the wind took away,What the wind took away,2018,75,Documentary
tt6394430,For Good Old Times,Za ona dobra stara vremena,2018,105,"Comedy,Drama"
tt6394432,Landrauschen,Landrauschen,2018,102,Drama
tt6394618,Absolute Debauchery,Absolute Debauchery,2018,80,Crime
tt6396074,The Mercy of the Jungle,The Mercy of the Jungle,2018,91,"Drama,War"
tt6396876,Hail Mary!,Sushi Tushi or How Asia Broke Into American Pro Football,2018,90,Comedy
tt6397196,The Sunday Sessions,The Sunday Sessions,2018,89,"Documentary,Drama"
tt6398496,Spell,Spell,2018,87,"Comedy,Drama,Thriller"
tt6399814,Freak in the Basement,Freak in the Basement,2018,49,Horror
tt6400166,My Best Friend,Mi mejor amigo,2018,90,"Drama,Romance"
tt6400726,You People,You People,2018,94,"Comedy,Drama"
tt6401142,Spiritus,Spiritus,2018,89,Horror
tt6402536,"Friends, Foes & Fireworks","Friends, Foes & Fireworks",2018,75,Drama
tt6404166,Original Sin,Original Sin,2018,75,Comedy
tt6406848,Dublin Oldschool,Dublin Oldschool,2018,95,Drama
tt6407874,Valerie,Valerie,2018,94,"Drama,Thriller"
tt6408774,Luke & Jo,Luke & Jo,2018,90,Drama
tt6409762,Big Legend,Big Legend,2018,89,"Action,Adventure,Horror"
tt6410114,Pag-ukit sa paniniwala,Pag-ukit sa paniniwala,2018,90,Documentary
tt6411590,1985,1985,2018,85,Drama
tt6411954,Anonymous 616,Anonymous 616,2018,80,"Horror,Thriller"
tt6412452,The Ballad of Buster Scruggs,The Ballad of Buster Scruggs,2018,133,"Comedy,Drama,Musical"
tt6412776,La Era de la Desconexión,La Era de la Desconexión,2018,110,"Action,Adventure,Documentary"
tt6413160,Chance,Chance,2018,90,Drama
tt6413868,The Lost Viking,The Lost Viking,2018,103,"Action,Adventure,History"
tt6414482,Kinare,Kinare,2018,135,Drama
tt6414890,Eva,Eva,2018,100,"Drama,Romance"
tt6415214,Harajuku,Harajuku,2018,83,Drama
tt6415394,Path of Egress,Path of Egress,2018,110,Thriller
tt6415416,Mug,Twarz,2018,91,"Comedy,Drama"
tt6417256,The Misguided,The Misguided,2018,88,"Comedy,Drama"
tt6417824,No More Lights in the Sky,No More Lights in the Sky,2018,85,"Drama,Sci-Fi"
tt6418034,I Hate Sundays,I Hate Sundays,2018,82,"Crime,Fantasy,Mystery"
tt6418778,Fast Color,Fast Color,2018,100,"Drama,Sci-Fi,Thriller"
tt6418918,Little Woods,Little Woods,2018,105,"Crime,Drama,Western"
tt6420312,Innerself,Innerself,2018,93,"Action,Comedy,Musical"
tt6420624,Stoner Jesus,José Cristo,2018,70,"Comedy,Crime"
tt6421110,Proud Mary,Proud Mary,2018,89,"Action,Crime,Drama"
tt6421118,Alright Now,Songbird,2018,95,Drama
